Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA
Brand;Mage;MID;C;40.19;-2.2;50.92%;17.78%;0.87%;4.93%;2.01
Braum;Support;SUPPORT;C;38.92;-1.75;47.77%;96.76%;1.93%;0.29%;2.66
Caitlyn;Marksman;ADC;God;75.4;19.58;50.66%;97.23%;15.95%;7.58%;2.33
Camille;Fighter;TOP;S;55.91;2.87;50.11%;93.15%;4.81%;2.28%;1.98
Cassiopeia;Mage;MID;B;42.85;-2.45;49.90%;76.91%;2.10%;1.84%;2.06
Cassiopeia;Mage;TOP;C;37.57;0.64;50.23%;13.51%;0.37%;1.83%;1.86
Cho'Gath;Tank;TOP;B;43.95;0.94;49.63%;65.20%;1.97%;0.78%;2.07
Cho'Gath;Tank;MID;D;36.09;1.79;49.10%;19.12%;0.43%;0.84%;2.26
Corki;Marksman;MID;D;34.25;-7.11;46.89%;91.28%;1.27%;0.21%;2.16
Darius;Fighter;TOP;God;88.97;-3.94;50.65%;93.47%;9.59%;27.63%;1.85
Diana;Fighter;JUNGLE;S;56.83;-34.19;50.10%;84.06%;8.17%;15.98%;2.46
Diana;Fighter;MID;B;46;0.87;51.79%;14.82%;1.49%;16.26%;2.2
Dr. Mundo;Marksman;TOP;A;51.83;1.08;51.91%;78.91%;2.56%;1.73%;2.2
Draven;Fighter;ADC;S;59.42;-12.66;50.51%;94.80%;7.80%;31.37%;2.13
Ekko;Assassin;JUNGLE;A;50.93;-0.73;50.54%;62.72%;4.54%;2.60%;2.77
Ekko;Assassin;MID;B;44.5;-2.12;49.47%;34.30%;2.49%;2.60%;2.25
Elise;Mage;JUNGLE;B;47.29;2.49;50.60%;90.47%;2.29%;1.63%;2.78
Evelynn;Assassin;JUNGLE;B;45.33;1.39;48.59%;97.78%;2.85%;4.09%;2.95
Ezreal;Marksman;ADC;S;61.57;-6.24;48.19%;94.85%;13.60%;2.48%;2.4
Fiddlesticks;Mage;JUNGLE;A;52.4;-5.15;51.13%;87.64%;4.45%;6.21%;2.81
Fiora;Fighter;TOP;S;64.88;-0.61;49.94%;97.32%;6.25%;16.74%;1.75
Fizz;Assassin;MID;A;48.08;2.11;49.97%;94.84%;2.95%;3.71%;2.38
Galio;Tank;MID;A;51.89;1.91;52.85%;76.49%;2.05%;0.32%;2.71
Galio;Tank;SUPPORT;D;31.46;-2.88;47.01%;18.53%;0.47%;0.32%;2.23
Gangplank;Fighter;TOP;S;55.84;-2.12;48.78%;75.18%;5.13%;7.01%;2.03
Gangplank;Fighter;MID;B;42.46;0.52;49.68%;24.68%;1.81%;7.02%;2.2
Garen;Fighter;TOP;S;59.64;-4.01;49.84%;85.25%;5.85%;2.64%;1.98
Gnar;Fighter;TOP;A;49.5;0.51;48.81%;96.70%;4.02%;1.10%;1.92
Gragas;Fighter;TOP;B;44.64;-1.65;48.69%;54.69%;2.57%;0.81%;2.12
Gragas;Fighter;MID;B;43.69;-2.69;51.75%;16.87%;0.79%;0.71%;2.44
Gragas;Fighter;JUNGLE;B;42.45;7.51;49.15%;18.99%;0.81%;0.71%;2.85
Gragas;Fighter;SUPPORT;D;31.93;5.7;47.39%;10.03%;0.42%;0.71%;2.19
Graves;Marksman;JUNGLE;A;49.34;-6.22;49.09%;86.87%;5.74%;3.10%;2.59
Gwen;Fighter;TOP;C;40.73;-2.13;47.12%;88.51%;2.96%;1.85%;1.72
Hecarim;Fighter;JUNGLE;B;43.47;-2.1;47.70%;98.30%;2.99%;1.04%;2.89
Heimerdinger;Mage;MID;B;44.98;-0.29;51.85%;44.42%;1.66%;2.48%;2.02
Heimerdinger;Mage;SUPPORT;B;42.41;1.99;52.77%;19.59%;0.62%;2.48%;2.03
Heimerdinger;Mage;TOP;C;39.39;1.01;50.77%;21.90%;0.78%;2.61%;1.69
Heimerdinger;Mage;ADC;C;38.96;-3.48;55.09%;12.99%;0.40%;2.61%;2.24
Illaoi;Fighter;TOP;A;52.02;1.86;50.92%;92.60%;3.92%;6.92%;1.46
Irelia;Fighter;TOP;S;55.63;4.42;49.70%;51.33%;4.68%;16.49%;1.63
Irelia;Fighter;MID;S;54.94;6.77;51.00%;47.03%;4.35%;16.49%;1.83
Ivern;Support;JUNGLE;C;41.91;11.84;47.94%;71.33%;0.82%;0.38%;3.2
Ivern;Support;SUPPORT;C;38.66;7.4;49.88%;18.09%;0.18%;0.38%;2.76
Janna;Support;SUPPORT;God;67.8;5.93;52.91%;98.32%;7.60%;1.99%;3.25
Jarvan IV;Tank;JUNGLE;A;52.65;-0.23;51.34%;86.94%;3.19%;0.29%;3.3
Jax;Fighter;TOP;S;60.7;0.71;50.97%;85.16%;5.67%;8.00%;1.67
Jax;Fighter;JUNGLE;C;38.76;7.18;48.96%;12.79%;0.87%;7.73%;2.14
Jayce;Fighter;TOP;B;42.55;3.89;48.79%;79.17%;2.44%;0.42%;1.82
Jayce;Fighter;MID;C;37.37;3.58;49.78%;19.11%;0.55%;0.41%;2.16
Jhin;Marksman;ADC;God;72.64;1.19;51.24%;96.41%;13.64%;3.40%;2.97
Jinx;Marksman;ADC;A;48.13;-0.66;50.18%;97.99%;7.67%;0.76%;2.25
Kai'Sa;Marksman;ADC;God;70.25;11.35;49.81%;96.16%;15.28%;2.06%;2.51
Kalista;Marksman;ADC;C;40.3;-2.29;49.17%;92.50%;5.08%;5.02%;2.33
Karma;Mage;SUPPORT;S;60.45;2.06;50.43%;87.83%;7.51%;1.74%;2.77
Karthus;Mage;JUNGLE;B;45.94;8.95;50.40%;57.19%;2.20%;2.71%;2.6
Karthus;Mage;MID;C;41.01;4.09;51.36%;14.56%;0.52%;2.71%;2.26
Karthus;Mage;ADC;D;36.4;0.49;53.18%;17.77%;0.77%;2.71%;2.31
Kassadin;Assassin;MID;A;48.75;-2.46;49.52%;96.58%;3.11%;7.67%;2.45
Katarina;Assassin;MID;God;71.69;1.22;50.34%;95.52%;8.37%;11.48%;2.33
Kayle;Fighter;TOP;A;49.33;0.25;50.22%;80.89%;3.41%;1.44%;1.8
Kayle;Fighter;MID;C;41.5;1.5;51.51%;15.56%;0.67%;1.49%;2.2
Kayn;Fighter;JUNGLE;God;68.02;-25.46;50.97%;96.19%;12.62%;18.74%;2.52
Kennen;Mage;MID;B;47.32;2.52;54.10%;16.94%;0.37%;0.54%;2.53
Kennen;Mage;TOP;B;45.42;-1.22;50.34%;78.62%;2.02%;0.62%;2.04
Kha'Zix;Assassin;JUNGLE;A;50.05;-1.6;50.25%;97.76%;4.81%;2.76%;2.61
Kindred;Marksman;JUNGLE;B;47.77;-2.55;50.30%;93.52%;4.30%;4.17%;2.27
Kled;Fighter;TOP;A;50.26;1.74;51.50%;89.68%;2.06%;0.98%;2.43
Kog'Maw;Marksman;ADC;C;40.13;0.12;52.77%;90.40%;2.67%;0.71%;2.25
LeBlanc;Assassin;MID;A;48.71;-3.86;47.02%;92.69%;4.06%;6.37%;2.73
Lee Sin;Fighter;JUNGLE;A;51.22;-16.2;46.38%;92.80%;9.53%;4.97%;2.67
Leona;Tank;SUPPORT;A;54.46;0.48;50.96%;98.59%;5.42%;5.44%;2.38
Lillia;Fighter;JUNGLE;A;53.81;0.11;52.27%;69.27%;3.92%;3.51%;2.89
Lillia;Fighter;TOP;A;48.28;2.29;51.98%;28.46%;1.79%;3.72%;2.07
Lissandra;Mage;MID;B;44.38;-0.74;48.96%;93.76%;2.57%;0.84%;2.39
Lucian;Marksman;ADC;A;53.19;0.76;49.52%;90.28%;9.65%;3.46%;2.3
Lulu;Support;SUPPORT;God;81.97;0.8;50.34%;96.78%;12.26%;16.48%;3.06
Lux;Mage;SUPPORT;God;67.94;4.06;50.25%;62.11%;9.67%;7.98%;2.49
Lux;Mage;MID;S;59.47;-3.27;50.34%;34.12%;4.88%;7.98%;2.8
Malphite;Tank;TOP;A;52.83;4.24;50.75%;72.24%;3.08%;2.33%;2.41
Malphite;Tank;MID;C;37.89;0.78;49.36%;11.69%;0.53%;2.29%;2.42
Malphite;Tank;SUPPORT;D;29.55;2.8;46.25%;14.01%;0.64%;2.26%;2.02
Malzahar;Mage;MID;A;50.09;0.44;51.75%;91.19%;2.69%;3.29%;2.29
Maokai;Tank;SUPPORT;C;37.21;-1.83;49.08%;73.66%;1.22%;0.16%;2.14
Maokai;Tank;TOP;D;34.84;-0.57;48.22%;20.21%;0.30%;0.16%;2.14
Master Yi;Assassin;JUNGLE;S;59.93;-19.57;51.89%;91.99%;7.53%;24.12%;2.17
Miss Fortune;Marksman;ADC;S;65.37;2.05;51.52%;80.60%;11.87%;5.19%;2.4
Miss Fortune;Marksman;SUPPORT;C;37.06;0;47.22%;17.19%;2.31%;5.19%;2.16
Mordekaiser;Fighter;TOP;God;74.48;-1.15;51.38%;79.92%;7.83%;12.05%;1.92
Mordekaiser;Fighter;JUNGLE;A;48.95;5.35;53.27%;12.13%;1.18%;13.01%;2.4
Morgana;Mage;SUPPORT;God;74.82;3.43;52.11%;83.31%;8.45%;24.96%;2.6
Nami;Support;SUPPORT;God;71.24;3.46;51.82%;99.50%;9.62%;1.90%;3.24
Nasus;Fighter;TOP;A;49.2;-1.42;48.91%;77.34%;3.84%;2.78%;1.9
Nasus;Fighter;MID;C;39.91;3.97;51.12%;11.85%;0.38%;2.78%;2.24
Nautilus;Tank;SUPPORT;S;57.79;-1.53;48.73%;97.89%;7.78%;10.32%;2.28
Neeko;Mage;MID;B;47.74;-2.84;52.08%;57.27%;1.89%;0.64%;2.32
Neeko;Mage;TOP;B;42.68;4.68;52.36%;13.03%;0.29%;0.64%;2.03
Neeko;Mage;SUPPORT;C;41.57;4.09;52.08%;22.85%;0.68%;0.64%;2.12
Nidalee;Assassin;JUNGLE;B;44.95;5.42;47.98%;88.84%;3.38%;2.18%;2.93
Nilah;Marksman;ADC;A;50.9;0.97;52.74%;94.01%;5.58%;15.08%;2.3
Nocturne;Assassin;JUNGLE;B;42.21;1.58;48.49%;87.72%;2.63%;1.43%;2.44
Nunu;Tank;JUNGLE;B;47.71;-2.05;49.80%;87.60%;3.14%;1.03%;2.89
Olaf;Fighter;TOP;A;52.14;-1.66;52.02%;75.77%;3.09%;2.95%;1.84
Olaf;Fighter;JUNGLE;B;42.82;6.69;50.41%;22.86%;0.95%;2.99%;2.39
Orianna;Mage;MID;B;47.7;2.95;50.43%;90.67%;2.23%;0.17%;2.71
Ornn;Tank;TOP;S;56.5;-6.07;48.90%;91.83%;5.19%;0.84%;2.3
Pantheon;Fighter;MID;B;46.44;1.99;52.20%;17.11%;1.41%;2.03%;2.35
Pantheon;Fighter;JUNGLE;B;44.64;-1.69;49.22%;37.24%;2.74%;1.96%;2.62
Pantheon;Fighter;TOP;C;41.05;-0.39;49.31%;18.05%;1.40%;1.96%;2.07
Pantheon;Fighter;SUPPORT;C;38.29;-0.77;48.56%;26.79%;2.24%;1.96%;1.95
Poppy;Tank;JUNGLE;B;44.98;-2.68;49.18%;64.71%;2.62%;2.97%;2.73
Poppy;Tank;TOP;C;40.24;-3.19;49.50%;25.77%;1.08%;2.97%;2.07
Pyke;Support;SUPPORT;S;67.72;-0.33;50.12%;94.34%;9.16%;18.71%;2.27
Qiyana;Assassin;MID;C;40.12;-2.37;47.08%;68.78%;2.91%;2.61%;2.03
Qiyana;Assassin;JUNGLE;C;37.08;6.86;47.13%;25.98%;1.00%;2.61%;2.47
Quinn;Marksman;TOP;B;46.05;0.64;51.95%;79.86%;1.55%;0.81%;1.91
Rakan;Support;SUPPORT;A;49.79;-0.31;49.77%;98.15%;4.07%;0.31%;2.88
Rammus;Tank;JUNGLE;A;52.03;1.9;51.78%;92.39%;3.07%;6.27%;2.97
Rek'Sai;Fighter;JUNGLE;A;48.26;3.63;51.03%;96.68%;2.69%;4.01%;2.64
Rell;Tank;SUPPORT;B;42.63;4.88;50.93%;95.86%;1.52%;0.29%;2.35
Renata Glasc;Support;SUPPORT;S;58.31;-1.45;51.15%;99.22%;5.98%;5.69%;2.76
Renekton;Fighter;TOP;S;60.85;3.1;49.76%;85.76%;6.22%;4.05%;1.88
Renekton;Fighter;MID;C;40.62;-2.22;50.88%;12.92%;0.93%;4.05%;2.07
Rengar;Assassin;JUNGLE;B;43.13;0.08;48.46%;77.34%;3.47%;6.23%;2.3
Rengar;Assassin;TOP;D;35.89;-5.19;48.09%;19.22%;0.94%;6.23%;1.89
Riven;Fighter;TOP;A;51.33;-1.43;49.11%;89.92%;4.28%;2.05%;1.92
Rumble;Fighter;MID;B;44.31;-1.82;51.62%;34.07%;0.92%;0.64%;2.52
Rumble;Fighter;TOP;C;40.47;0.58;49.21%;52.71%;1.32%;0.64%;2.06
Ryze;Mage;MID;D;28.93;-5.47;44.02%;80.66%;1.60%;0.11%;2.02
Ryze;Mage;TOP;D;25.61;1.39;44.75%;15.61%;0.29%;0.12%;1.79
Samira;Marksman;ADC;S;67.52;-2.77;51.31%;97.48%;10.81%;21.39%;2.33
Sejuani;Tank;TOP;S;55.64;2.43;51.57%;53.23%;3.35%;0.97%;2.45
Sejuani;Tank;JUNGLE;A;52.32;4.28;51.28%;41.38%;2.54%;0.97%;3.46
Senna;Marksman;SUPPORT;S;61.33;-0.7;50.08%;92.02%;8.13%;5.60%;2.52
Seraphine;Mage;SUPPORT;A;51.8;-0.06;49.75%;63.21%;5.23%;3.23%;2.52
Seraphine;Mage;MID;B;46.64;7.39;51.87%;12.69%;1.00%;3.32%;2.79
Seraphine;Mage;ADC;C;41.62;-3.6;52.74%;23.66%;1.66%;3.23%;2.86
Sett;Fighter;TOP;S;57.05;-4.27;48.84%;81.28%;5.96%;4.03%;1.73
Shaco;Assassin;JUNGLE;A;50.44;-7.49;49.04%;80.52%;5.26%;13.29%;2.76
Shaco;Assassin;SUPPORT;D;36.74;0.92;48.43%;13.81%;0.97%;13.97%;2.37
Shen;Tank;TOP;S;67.37;0.31;53.15%;87.32%;4.49%;1.09%;3.12
Shyvana;Fighter;JUNGLE;A;48.52;-2.49;51.09%;56.99%;2.27%;1.52%;2.85
Shyvana;Fighter;TOP;B;45.86;-3.57;50.87%;40.49%;1.50%;1.52%;2.27
Singed;Tank;MID;B;47.34;-2.1;53.63%;12.65%;0.36%;0.70%;2.72
Singed;Tank;TOP;B;46.81;-5.01;50.75%;76.24%;2.12%;0.78%;2.07
Sion;Tank;TOP;A;49.13;1.08;50.37%;80.87%;3.60%;0.57%;1.61
Sivir;Marksman;ADC;God;94.68;1.53;52.31%;98.68%;16.98%;22.08%;2.57
Skarner;Fighter;JUNGLE;A;51.93;9.3;53.68%;78.05%;0.95%;0.20%;2.99
Skarner;Fighter;TOP;C;37.17;-0.49;49.38%;16.88%;0.20%;0.18%;2.2
Sona;Support;SUPPORT;A;50.73;-0.18;50.80%;97.18%;3.67%;0.30%;2.89
Soraka;Support;SUPPORT;S;58.33;2.77;51.21%;94.90%;6.25%;2.89%;2.71
Swain;Mage;MID;S;58.98;2.78;54.05%;40.31%;3.18%;5.11%;2.71
Swain;Mage;SUPPORT;A;49.05;-4.45;50.38%;44.40%;3.90%;5.11%;2.4
Sylas;Mage;MID;God;90.96;4.86;50.96%;87.84%;12.88%;11.22%;2.21
Syndra;Mage;MID;C;40.72;-1.74;47.83%;87.59%;2.38%;0.66%;2.26
Tahm Kench;Support;TOP;C;42.11;0.58;48.69%;55.17%;1.57%;1.08%;2.35
Tahm Kench;Support;SUPPORT;D;32.36;-3.61;47.00%;32.80%;0.75%;1.15%;2.26
Taliyah;Mage;MID;A;48.66;2.07;51.15%;52.11%;2.64%;3.47%;2.26
Taliyah;Mage;JUNGLE;B;43.36;4.2;48.98%;40.28%;2.10%;3.47%;2.65
Talon;Assassin;MID;B;45.03;-0.52;49.71%;50.83%;2.56%;2.06%;2.22
Talon;Assassin;JUNGLE;B;44.01;8.95;49.41%;46.23%;2.37%;2.06%;2.54
Taric;Support;SUPPORT;A;53.06;-2.29;53.24%;85.23%;2.86%;0.86%;2.82
Teemo;Marksman;TOP;S;61.7;4.63;52.06%;77.54%;5.00%;8.26%;1.82
Thresh;Support;SUPPORT;A;54.44;-2.25;48.31%;97.47%;7.31%;1.72%;2.49
Tristana;Marksman;ADC;A;53.39;10.02;51.40%;83.18%;8.04%;3.64%;2.37
Tristana;Marksman;MID;B;46.31;3.26;53.06%;13.58%;1.11%;3.64%;2.2
Trundle;Fighter;JUNGLE;S;59.41;0.36;53.26%;80.72%;6.01%;5.39%;2.89
Trundle;Fighter;TOP;B;45.18;2.12;52.37%;16.63%;1.23%;5.39%;1.79
Tryndamere;Fighter;TOP;B;44.6;-5.66;48.79%;82.86%;2.88%;4.42%;1.79
Twisted Fate;Mage;MID;D;35.66;-2.82;46.42%;89.15%;1.92%;0.14%;2.16
Twitch;Marksman;ADC;S;58.28;-2.51;51.83%;87.89%;8.77%;9.08%;2.45
Udyr;Fighter;JUNGLE;God;91.13;55.99;48.86%;71.65%;20.73%;35.23%;2.61
Udyr;Fighter;TOP;God;71.67;0;48.69%;25.07%;6.40%;35.23%;1.81
Urgot;Fighter;TOP;A;48.72;-3.19;51.07%;91.10%;2.58%;1.44%;1.96
Varus;Marksman;ADC;D;36.76;-1.69;49.79%;78.71%;3.45%;0.31%;2.39
Varus;Marksman;MID;D;35.38;2.37;48.41%;18.04%;0.82%;0.32%;2.11
Vayne;Marksman;ADC;B;45.73;-1.76;49.14%;76.29%;7.21%;10.68%;2.08
Vayne;Marksman;TOP;B;44.61;3.16;51.16%;20.87%;1.87%;10.68%;1.58
Veigar;Mage;MID;S;56.84;-1.81;50.59%;74.80%;5.07%;3.44%;2.29
Veigar;Mage;ADC;D;31.26;-1.54;50.55%;13.54%;0.88%;3.70%;2.35
Vel'Koz;Mage;MID;A;48.26;4.39;52.71%;36.64%;1.17%;0.66%;2.68
Vel'Koz;Mage;SUPPORT;B;44.1;-1.53;51.05%;57.40%;2.03%;0.66%;2.3
Vex;Mage;MID;S;67.14;0.48;52.24%;93.89%;6.41%;7.83%;2.46
Vi;Fighter;JUNGLE;A;53.65;0.27;51.75%;95.34%;5.44%;1.35%;2.58
Viego;Assassin;JUNGLE;A;53.99;-12.22;49.34%;91.51%;8.45%;4.77%;2.47
Viktor;Mage;MID;S;65.77;-2;51.52%;94.97%;6.75%;5.31%;2.34
Vladimir;Mage;MID;S;58.95;-2.13;50.18%;78.21%;5.45%;8.52%;2.36
Vladimir;Mage;TOP;B;42.58;-2.58;50.06%;19.89%;1.24%;8.52%;2.11
Volibear;Fighter;JUNGLE;A;51.35;-6.02;51.72%;54.30%;3.39%;3.24%;2.78
Volibear;Fighter;TOP;C;41.75;0.61;48.04%;45.86%;2.67%;3.01%;1.75
Warwick;Fighter;JUNGLE;A;49.65;-0.93;50.96%;67.52%;4.56%;4.32%;2.28
Warwick;Fighter;TOP;B;44.13;1.39;51.10%;29.80%;1.47%;4.32%;1.89
Wukong;Fighter;JUNGLE;A;53.01;-0.6;50.69%;71.22%;5.20%;7.05%;2.81
Wukong;Fighter;TOP;B;45.68;-2.02;50.47%;24.77%;1.82%;7.05%;2.1
Xayah;Marksman;ADC;D;35.58;-0.73;49.00%;97.86%;3.78%;0.45%;2.33
Xerath;Mage;SUPPORT;A;50.08;3.64;51.71%;57.82%;3.04%;2.52%;2.68
Xerath;Mage;MID;B;47.42;-4.39;49.49%;37.86%;2.05%;2.52%;3.1
Xin Zhao;Fighter;JUNGLE;B;42.91;6.45;49.64%;86.97%;2.16%;0.49%;2.31
Yasuo;Fighter;MID;God;84.87;-4.44;48.24%;65.10%;11.40%;23.08%;1.72
Yasuo;Fighter;TOP;C;41.1;-0.29;47.55%;16.46%;2.47%;23.08%;1.46
Yasuo;Fighter;ADC;D;30.16;-1.7;48.16%;17.38%;2.64%;23.08%;1.93
Yone;Assassin;MID;God;75.47;-1.37;50.21%;62.97%;9.36%;15.75%;1.93
Yone;Assassin;TOP;A;54.36;-1.66;49.30%;33.75%;4.59%;15.75%;1.66
Yorick;Fighter;TOP;B;44.84;-5.5;49.71%;91.34%;2.73%;3.04%;1.64
Yuumi;Support;SUPPORT;God;91.27;-1.52;46.61%;98.61%;12.24%;33.60%;4.05
Zac;Tank;JUNGLE;S;55.04;-0.97;51.20%;77.45%;4.05%;3.27%;3.51
Zac;Tank;TOP;B;47.65;-1.14;52.14%;10.47%;0.51%;3.11%;2.8
Zed;Assassin;MID;God;89.18;1.73;50.92%;75.13%;9.14%;33.20%;2.36
Zed;Assassin;JUNGLE;B;44.9;0.8;48.87%;20.34%;2.25%;33.20%;2.62
Zeri;Marksman;ADC;D;29.02;-14.89;43.33%;93.63%;6.12%;3.82%;2.16
Ziggs;Mage;MID;B;43.29;-2.17;50.47%;50.59%;1.50%;0.42%;2.36
Ziggs;Mage;ADC;D;32.97;-0.65;50.75%;39.37%;1.10%;0.42%;2.46
Zilean;Support;MID;A;50.98;2.29;52.97%;17.89%;0.67%;2.17%;3.42
Zilean;Support;SUPPORT;B;47.87;-1.16;49.56%;78.18%;3.25%;2.17%;3.02
Zoe;Mage;MID;A;50.04;6.49;48.75%;81.98%;4.01%;1.70%;2.52
Zoe;Mage;SUPPORT;D;30.04;0;46.00%;15.82%;0.74%;1.70%;2.18
Zyra;Mage;SUPPORT;A;54.34;7.65;53.65%;90.50%;3.86%;2.25%;2.27
